textID,text,selected_text,sentiment
1a7b921e43,My dreams have been crushed...Spock does not like the ladies.,crushed..,negative
97dd95da97,  it sucks no matter where you are! I`m gonna freakin be late for work!,t sucks,negative
0ae06be8ae, hahaha my uncle does that coz my aunty is a **** who left her kids,hahaha my uncle does that coz my aunty is a **** who left her kids,neutral
ef1489000d,oh and i forgot my cell at home  thankgod for this crackberry,oh and i forgot my cell at home  thankgod for this crackberry,neutral
e807ce8289,Moving today!!  I`m so excited!,I`m so excited!,positive
e58318b46b,When you see someone without a smile pass them yours,When you see someone without a smile pass them yours,neutral
599ac85ca8,"Down the beach again, sea is really flat","Down the beach again, sea is really flat",neutral
f60622d3e0, turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol,awesome couple,positive
15decd314a, http://twitpic.com/416b7 - hey! nice pic,hey! nice pic,positive
474abefa36," Plus you guys have IceTV, which I REALLY miss from living there.",I REALLY miss,negative
cedb1f29ce," Thanks, the more, the merrier","Thanks,",positive
e4360d50fd,The Vogue model Miss Rachel is out  Merh ...,The Vogue model Miss Rachel is out  Merh ...,neutral
cc07fd0b61,"Day 2 of back to work , Day 1 went allllllllright I was only exposed to the swine flu for 8 hours so thats ok I think? Just wash my hands","Day 2 of back to work , Day 1 went allllllllright I was only exposed to the swine flu for 8 hours so thats ok I think? Just wash my hands",neutral
b1cf8c1838, be patient  you`ll get it soon,patient,positive
a1e6b3b6db,- im hungry...but there`s no food at mah house.,there`s no food,negative
75f83ff458, I haven`t had one for a long time. Too expensive,I haven`t had one for a long time. Too expensive,negative
db1e88448e,is taking the dog to the vet then a play date with Annabelle,is taking the dog to the vet then a play date with Annabelle,neutral
5d29c8c13a,Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps!,great,positive
ef55b990e7, we are going all out!,we are going all out!,neutral
b9bf73e93a,I missed the bl***y bus!!!!!!!!,missed th,negative
5b6cea4767, http://twitpic.com/4uy8l - LOL  why are they drumming there?,http://twitpic.com/4uy8l - LOL  why are they drumming there?,neutral
5279dfce2e, Thanks! (followed me back),Thanks!,positive
b5a5f20261,Hate be late,Hate,negative
0156a6aa4d,"I meditate, I feel I am vast, very vast.  do you know it?what do you think about?","I meditate, I feel I am vast, very vast.  do you know it?what do you think about?",neutral
75b7273395,In this exact moment i have decided that in some point in my life.. i am going to adopt a child,In this exact moment i have decided that in some point in my life.. i am going to adopt a child,positive
6b2afa7423, Lmao i know !! pleaseeee reply  You got any replies yet? :L x,Lmao i know !! pleaseeee reply  You got any replies yet?,neutral
23ed699f1c," Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.","Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.",neutral
22313620e6,is in mourning that he is having to miss the homesssssskooooler fair today!!!,is having to miss the homesssssskooooler,negative
4021602408,"Morning folks! Light tweeting today (`Hurrah!` from the crowd!) `cos I`ve a busy Friday. Me inside, sunshine out.",Hurrah!`,positive
291fe05fab, Many many thanks!!!  (it`s about school!) Weeeee!!!,thanks!,positive
0b4643d536,good morning twitterworld!  slept too less..,slept too less..,negative
f4b44547ce,_Kay Morning! Hows your day. Hope you`re not another lying in the sun,Morning! Hows your day. Hope you`re not another lying in the sun,neutral
84877b1395, who will we make fun  of?!?!,who will we make fun  of?!?!,neutral
6e9b9920f2,Oh no! I used my internal sig for an external e-mail  ****. #fb,****.,negative
362d0998b1, and how are you going to make it up to me,and how are you going to make it up to me,neutral
36e7fc7af1, They better not be out when I get there.  I NEED MY FIX!,They better not be out,negative
6bc29f134a, Sounds Fun!,Sounds Fun!,positive
c34d046937,God the weather in London is ammmmazing! Yet I`m on a train half the day,ammmmazing!,positive
452eadb178,omg!!! mcdonalds combo and wendys sundae = puke material,puke,negative
b4a8e21d58," Fun to read, thanks! You Brits make things interesting  Funny they whittled 33 saints days to four,... http://ff.im/-2zgfk",Funny,positive
6d33d3e007," Okay, no more driving.  I know... I know... you are correct to say that.",. you are correct to say that.,positive
a19c7713f4," YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.","YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.",neutral
f6935311d2, aww noooo that doesn`t sound too great,that doesn`t sound too great,negative
61ef2a5b57,If you are new and in need of a few followers say 'TWEET ME' Person with lowest followers will get a shout out!  U have 30mins,If you are new and in need of a few followers say 'TWEET ME' Person with lowest followers will get a shout out!  U have 30mins,neutral
b8d8602bfc,"never thought i`d say this, but i miss my 9-5 job, the commute, my cubicle, free food & coffee and being downtown. why did i quit?",miss,negative
eee928f898," Thanks, Nick. Means a lot coming from a designer of your caliber  #symphonycms","Thanks,",positive
9141545c22, she fell into deep crack in the glacier  so terrible,o terrible,negative
4c55774540, Oh ****. That really sucks,really sucks,negative
09ea93bb2e,Has an hour left of revision,Has an hour left of revision,neutral
150ebb41ba,I`m getting me & my family ready for Kaylee`s graduation! It`s gonna make me so sad.,sad.,negative
18d8cfa696,what a fantastic saturday,fantastic,positive
aaf0834138,Guess I`ll be running in a little bit. Accidentally fell asleep,Guess I`ll be running in a little bit. Accidentally fell asleep,neutral
2f50cb1ab9, hey you!,hey you!,neutral
27953f5a47,I`m glad I don`t have class on Fridays. I need the break! Algebra test on Wednesday,I`m glad I don`t have class on Fridays. I need the break! Algebra test on Wednesday,neutral
d70ed4038d,Gahh ! This weather sucksss !,Gahh ! This weather sucksss !,negative
5cdec91d41,happy motherss dayyyy  so my sister decided to make lunch...hmph. but i decorated the house !  andd then i danced and sang hahaa,happy,positive
31a82645af, happy birthday  and  congrats  wish you were here for your lady..ill take care of her;),happy birthday  and  congrats  wish you were here for your lady..ill take care of her,positive
a7ab603a60," I`ve had that 'problem' too, being charmed fast, I mean. I`ll cross my fingers for you",'problem',negative
966cd66ed7,working!   I am so ready to go.,I am so ready to go.,positive
07e3a0a98c," 'might be interested' - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y","thanks,",positive
418a22b3e5,"homee from wango tango, i had fun  really tired now. wrapping moms present and passing out. <3",i had fun  really tired now.,positive
b2a8d75ab9,Awwwwwww holly,Awwwwwww holly,neutral
5bd5c5212d,"sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love","sabi ko nga lighting up is hazardous to your health, but got shoes for it  thanks love",neutral
eb9283d35f, You know what they say about great minds...,You know what they say about great minds...,neutral
539efa676d,_Moe well it is #stalkersaturday after all,well it is #stalkersaturday after all,neutral
69bc3be5dd,OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,absolutely brilliant,positive
2e01ec0f55,"Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys","Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys",neutral
a91821188c, excellent  looks like you`ll have some twitterific competition,excellent,positive
374e6aa938, ahh when i was there it was closed,it was closed,negative
01017a83e9,Boyfriend is out with friends tonight. Don`t know what to do with my evening,Boyfriend is out with friends tonight. Don`t know what to do with my evening,neutral
a5fd0f04ab,Happy Sunday. We have sunshine in Frankfurt. Hope all mothers enjoy this day,Happy,positive
6849892d9f,"_x when my brother is 18, i will have moved!","_x when my brother is 18, i will have moved!",neutral
ee12b4db36, because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,neutral
b037d88365,"_Bones Four capital letters. Aye boy, same as that. I heart Justice.","Aye boy, same as that. I heart Justice.",neutral
ad6845975f,Listening to Someday We`ll Know... It`s raining!!!!,Listening to Someday We`ll Know... It`s raining!!!!,neutral
3484dd8b5e,"was mostly sick when she went to bed, but woke up feeling mostly dead",dead,negative
d719d79b34,Brownie sundaes at Five and Dumpster. Blood Bros on iTunes. Palm Reader was closed  Fun at the 371 anyway.,Brownie sundaes at Five and Dumpster. Blood Bros on iTunes. Palm Reader was closed  Fun at the 371 anyway.,neutral
1bc4dabe71," aw no!  yeah I must say, it was very good haha","aw no!  yeah I must say, it was very good haha",neutral
6936f52eb1,"Done Jack in the Green today, it was good, a killer walking up the West Hill though! Listening to Will and the People","good,",positive
41daf68fa0, tut tut. Isn`t charging just fun. Thr new palm pre charging platform looks nifty tho.,fun.,positive
cf29e364fe,the plan to not spend money is not going well,not going well,negative
5e65526ce8,great. more rain,great.,positive
5f9a140220,"Up early so washed and waxed the car. I`m sure the neighbours think I`m mad, I wash it nearly every week.","Up early so washed and waxed the car. I`m sure the neighbours think I`m mad, I wash it nearly every week.",neutral
d778d2e35a, It`s called a RipStick.  When I had a job I sold a lot of those...,It`s called a RipStick.  When I had a job I sold a lot of those...,neutral
f93c297e3a,"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  ****","am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!",positive
e919052025,i seriously neeed to study,i seriously neeed to study,positive
95f908a1d1," saw a Costa in St Pancras, but didnt have much time to have a drink over there. next time, i`ll try","saw a Costa in St Pancras, but didnt have much time to have a drink over there. next time, i`ll try",neutral
0329df8ed4,Can`t believe preseason doesn`t start until August  football with drawls..,Can`t believe,negative
3b012ceed8,"  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good","e,so far so good",positive
d4a6a44063, awww boo! I **** lovee doing all the girly thingss,**** lovee,positive
6368041ff0, I know... It was just a joke... all in good fun...  some people get my humor & some don`t...,. all in good fun.,positive
407f226cdb,_kap But I think it`s cute.  Do this every night okay?,cute.,positive
f4f43f2e83,possessed beyond certainty that she has made the rite decision,she has made the rite decision,positive
5a25daa522, good!  now let`s go get this done..... www.HennesseyBlack.com,good!  now let`s go get this done,positive
c708529aac," You are very, very good. Why didn`t I think of that?",good.,positive
b86ec1b004,im finally going home but didnt get to finish all my work  so ill be back tomorrow,im finally going home but didnt get to finish all my work  so ill be back tomorrow,neutral
da68fc0719," dude, I can safely say I was blown away when I heard Attics. I`ll make sure I pass it on as much as I can!","dude, I can safely say I was blown away when I heard Attics.",positive
4faa491b59,my parents sold my car.,my parents sold my car.,neutral
d635eff196,  i just saw your performance on the ellen show. we`re so behind in australia  you were AMAZING and have such a wonderful voice!,ere AMAZIN,positive
d0e546bb03,Good morning! It`s going to be a kick-butt day!,Good morning! It`s going to be a kick-butt day!,positive
eec5153d99,tried to do something funny on twitter but failed.,failed.,negative
a3e4471cef,Working at hop city. Gotta miss baseball,Gotta miss baseball,negative
8e3a7cf371,says HAPPY MOTHER`S DAY!  http://plurk.com/p/sv70e,HAPPY,positive
1cd53f30c4,Im trying to move and get up but it just hurts to much...,Im trying to move and get up but it just hurts to much...,negative
1d9751783e,Finishing up my last Friday at Olive Crest,Finishing up my last Friday at Olive Crest,neutral
54c198e817,I want to be like Horatio Caine,I want to be like Horatio Caine,neutral
f7f6d017b7, Yes we did!  Thank You!!,Thank You!!,positive
60b6dff794," hahaha, yes, our discussions always seem to jump around randomly","hahaha, yes, our discussions always seem to jump around randomly",neutral
ae37126bbf,finally packed...thinking its time for some sleep! Ready for Chicago!,finally packed...thinking its time for some sleep! Ready for Chicago!,neutral
55b39e9d84,i`m gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don`t have access to the interwebz,care,positive
8d7e22dfd2,tripping through tiredness is nottt nice,nottt nice,negative
8537872198,I`m going to try & get some sleep. I got work mostly all day & I`m training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,I`m going to try & get some sleep. I got work mostly all day & I`m training for bakery also. Glammyyy crocker on deck. Lmao. Text or call,neutral
ba309a37d1,can`t school just be done already? it hurts too much... seeing him every day,it hurts too much...,positive
0bb896a8fe,Recording new songs,Recording new songs,neutral
c0c213673f,"Today is just not my day. I can`t seem to feel any better. If i dont eat, im hungry. If i do eat, i feel like im gonna be sick. Blah",Today is just not my day.,negative
f87c061e38,"is at my grandma`s place with my mum, celebrating mothers` day in 3 generations. The 4th will come",celebrating mothers` day in 3 generations.,positive
9c29415415,Stubbed my little toe this morning on my file cabinet ... and it`s turning black,Stubbed,negative
18cf2e181d, hey Jodi.. what`s up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school,?ugg.. im bored..,negative
04413661b7, No tango icons in this revision.,No tango icons in this revision.,neutral
74a18310b2,"All this talk of buttershots has me wanting some!  Maybe I`ll have a small bit over ice, I haven`t had any since faire.","All this talk of buttershots has me wanting some!  Maybe I`ll have a small bit over ice, I haven`t had any since faire.",neutral
cdeb258b89, never invite,never invite,negative
a50da52189," talk to me isn`t a good idea?  i`m going to buy a gift to my friend, so you have 20 mins...","talk to me isn`t a good idea?  i`m going to buy a gift to my friend, so you have 20 mins...",neutral
8e4c70c9fe, HA ha - how much?  Thanks for starting to follow me.,Thanks for starting to follow me.,positive
9e4276516e,I have clocked out for possibly my last time at Northview Middle School.,clocked out fo,negative
db7d78a282,"did ice skating last show part this morning. Mozart. awesome, can`t wait to do it Friday and saturday. love U all","awesome,",positive
c6b6e97053,This is great curl-up-in-a-ball-and-read later. I wish I had a book.,I wish I had a book.,positive
ba29930e58,playing machines in actinggg,playing machines in actinggg,neutral
2abcd3c957,Ugh. Too much happened today. I really need a hug,Ugh. Too much happened today. I really need a hug,negative
c5498a9126,I am not doing much  all well!,I am not doing much  all well!,negative
3313d8f02d,_Sprigge  Keen skydivers take off thousands of times in planes but rarely land in them,_Sprigge  Keen skydivers take off thousands of times in planes but rarely land in them,neutral
ab449b4ca9,"so the Today show still hasn`t gotten in touch with me, i wish they would so i can take my friends and myself to the NKOTB show",i wish they would so i can take my friends and myself to the NKOTB show,neutral
32fcffc4a4,In a  mood.. Listening to the older stuff... This Time Around. Not that old but old enough.,In a  mood.. Listening to the older stuff... This Time Around. Not that old but old enough.,neutral
a36101057b,Our neighbors cat died!  I really loved him =(,Our neighbors cat died!  I really loved him =(,neutral
095aa261cb,"Uggh everything, I`m sending you!!! I keep sending it to my Twitter. So I have to forward it to you!!! I suck at life",I suck at life,negative
413d196757,gear troubles all day long!,troubles,negative
38db1fce13,I had a nightmare last night *cry* I think I am scarred for life!,scarred for life!,negative
3c5450835e, I still have them!! Yay! Gonna eat some now,Yay!,positive
afffcffa07,Summer/ Yet I have to read 6 books.... 6 LONG books,Summer/ Yet I have to read 6 books.... 6 LONG books,neutral
e2b9297d4d,I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,positive
eff6700d43,I think the UPS web site hates me now. Still no Brewing supply package.  Held hostage at work by slow UPS delivery,hates,negative
d2afae023b,Anyone to recommend me JP artists with music similar to Soichi Negishi`s Amai Koibito?,Anyone to recommend me JP artists with music similar to Soichi Negishi`s Amai Koibito?,neutral
f383ad9856,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,Ahhh i`m sqeaky clean and fresh. Even though i`m wearing dirty clothes  I love Two and a Half Men - it`s amazing!,positive
a6f4e1c77e,i wanna move back to Pennsylvania,wanna move back to Pennsylvania,neutral
9713d517c4,watching missy elliot video collection so sad I was told that I looked like her all through high school,so sad,negative
70df40db25, I concur with ! It`s priority on today`s to do list  http://twitter.com/karasw/status/1695368792,concur,positive
134aac35ae, follow me please!,follow me please!,neutral
945e466b80," I`m trying my dang hardest to not watch the movie again until I finish the book, again.","I`m trying my dang hardest to not watch the movie again until I finish the book, again.",negative
1172ae9fcc,"   Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you.   Hugs, Angel","Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you.   Hugs, Ang",neutral
66f9e8ee5e,_Aid16 Goodnight!,_Aid16 Goodnight!,neutral
6682ed89b0,@_cassian is there a game   !,is there a game,neutral
9f17044414, I want to know who is that ??.6  I tried to ask P`KIA but he still not reply me  but now he change his status to `away`,I want to know who is that ??.6  I tried to ask P`KIA but he still not reply me  but now he change his status to `away`,neutral
714bb81d52, sorry i couldn`t fit hal`s name,sorry,negative
c3b550b62d, such a dissapointment  hhaha,dissapointment,negative
1e99eb2637,just drove with my mom and brynn. my mom said im the worst driver EVER...really??,my mom said im the worst driver EVER..,negative
e65268ad17,_76 haha.  weird?!?  no sunshine for us,haha.  weird?!?  no sunshine for us,neutral
d4e19b52bd,peeling so much!!   ..I feel so bad,..I feel so bad,negative
81f3ac4452,4th may officially announced as `bad luck day` ..,4th may officially announced as `bad luck day` ..,negative
cb4930bc8a,to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social time,to jodies and played sims till my daddy picked me up        and that is what i did yesterday. basically it was my social,neutral
5889759913, so my son is not the only one!  that`s really nice to know.  he really is good at being three. and dh will be late today,y nice,positive
11822e055c,"i feel like i`m quarantined everywhere i go... pinkeye, go away already!","i feel like i`m quarantined everywhere i go... pinkeye, go away already!",negative
37ea00e317,Morning People!  Just woke up now!,Morning,positive
74e865179b,Does not feel good at all today,Does not feel good,negative
08a9481658,washed eye out but got water up my sleeve,washed eye out but got water up my sleeve,neutral
e71a708caf,i am soo **** sick of wades mood swings... uhh i hate him.. he`s an ****!! ahhhh,sick,negative
d07ea246d5, hahaha u can use my phone everywhere... just use a wi-fi,hahaha,positive
9ba441d736, LOL we`re such twitter addicts,LOL we`re such twitter addicts,positive
1548476690,Traffic jam outside of chicago. I feel very 'office space' right now.,I feel very 'office space' right now.,positive
5443f941b5,missed Britains got talent    gutted.,missed,negative
b8f4e560fa, but yeah i like purple maybe thats why!! ;)  :p :d,i like purple,positive
fe5f8d79fb,says gud eve guys.. lets play poker yeah!! cant read my poker face  http://plurk.com/p/sw4yq,says gud eve guys..,positive
22ff30c41e,Aww chamber callbacks... Soo emotional,Aww,positive
75da5db109, Kids attacking your keyboard?,Kids attacking your keyboard?,neutral
15ad2e6473, shoooot me. my aunt will be home soon and im crying my eyes out,m crying,negative
89ff9a9119,_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,they were so pretty,positive
c1c6657478,"drinking some really nice coffee, got to go to the dentist at 9am this morning",nice,positive
e8c03669ac,It`s too hot!! Thermometer showing 25c at the moment,too hot!!,negative
96f22cceec, hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,e amazing,positive
cb3a20a1e1, nice! I wish twitter would tile mine,nice!,positive
376271b337,Now I feel sick.,Now I feel sick.,negative
500e5c1f26,Is now back at the school working on the bach.project,Is now back at the school working on the bach.project,neutral
93d46ca978, when you haven`t had one in over a week! that was a really mean joke he just played on me!,mean,negative
cf7c83ee2a,Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,Happy,positive
7fb4bbba70,http://twitpic.com/67fcj - what i have to resort to wearing today cause i haven`t finished my laundry. lol.,my laundry. lol.,positive
17ce9b84eb,GETTING A PUPPYYY!!!!  What should I name him? I think Romeo is cute.,GETTING A PUPPYYY!!!!  What should I name him? I think Romeo is cute.,positive
06ca54fe1a,"Intel gfx driver situation much better with recent upgrades. kernel 2.6.30rc4 and driver from git: Suspend working again, fewer mem leaks","Suspend working again, fewer mem leaks",negative
40358883b0, http://bit.ly/QQe7B  heres the link  i`ll be talking to you on hereeeeee about it during the movie (x,http://bit.ly/QQe7B  heres the link  i`ll be talking to you on hereeeeee about it during the movie (x,neutral
600ba5fe50,happy mothers` day to all your moms!,happy mothers` day to all your moms!,positive
d321e4dbe0, Last night was awesome! Thanks for all the hard work you put into it! Off to get some coffee now...,Last night was awesome!,positive
78a2ff5167,I`m bummed that I can`t wear my sweet Nike kicks to work.,can`t wear,negative
07069f29c4,"It`s a beautiful day outside today, shame I`m stuck in the office with the blinds shut to stop glare.","It`s a beautiful day outside today, shame I`m stuck in the office with the blinds shut to stop glare.",neutral
8d0fdbed6d,voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6,voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6,neutral
2b5f0387af, don`t say that - I really miss my red Porsche (sold it 2 yrs ago),miss,negative
909c60cd85,Pretty  is it long or short? Sparkly or shiny? Lol,Pretty  is it long or short? Sparkly or shiny? Lol,neutral
3c4450a88d,Heading south on I-95.  Jacked mess around SR 234,Heading south on I-95.  Jacked mess around SR 234,neutral
b8936c5cb2,Good morning!,Good morning!,positive
2cc3593b94,2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b`day keiron,I just hope the weathers good!! And it best be good on thursday and friday!,positive
8dc0c34e5d, Worried about our Arabelle. Tweet please. Or text.,Worried,negative
deb09ba1ff, Good to hear..!,Good,positive
20bf40e9ad,http://twitpic.com/4jalj - Morning world. #healthyliving update. Weight this morning 82.1kg (12st 12lbs) Going in right direction,right direction,positive
5e9bb791a0, Hi SweetiePie!! It`s Friday night and I`m .... missing my sidekick & his slippers.  It`s just not Friday night w/o him.,missing,negative
49c587ce4c," - No work, but gotta be here till 9pm  Enna kodumai sir idhu...","- No work, but gotta be here till 9pm  Enna kodumai sir idhu...",negative
39fe8f535f,"Missing my husband, but it was nice to wake up in my parents` house. The dogs are ecstatic","Missing my husband, but it was nice to wake up in my parents` house. The dogs are ecstatic",neutral
fff44ae9f9,_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,sorry!!,negative
c2a754b1a2," awe I am sorry, probably true.","awe I am sorry, probably true.",positive
7006002919,  do you know if anyone from the believers never die tour is going on warped? i know  i can`t wait haha,do you know if anyone from the believers never die tour is going on warped? i know  i can`t wait haha,neutral
5824c43299,Could be useful  13 Tutorials & Resources for a Perfect Twitter Background http://tinyurl.com/dl2upx #design,Perfect,positive
e5aaccea38,_ritz thnx sweetie  how r u this evening? xo,thnx,positive
fb8e26da22,Anyway. Can`t take this **** no longer. Or my mind will blow off.,****,negative
5b3fa61b4c,On way to Birmingham.. Sewing in the van. Punk.,On way to Birmingham.. Sewing in the van. Punk.,neutral
bdd76e0181,feelin nice after this bottle of bacardi,feelin nice af,positive
8ffe59be2c,@__Jazz__  nope. Back to 8weeks .... *sigh*,@__Jazz__  nope. Back to 8weeks .... *sigh*,neutral
001d96a451,Graduating from high school tonight  im kind of sad..,im kind of sad..,negative
52b3be76d0,Arrogant **** on tap in Oregon. WHAT!!!!!!,****,negative
2691ee2c60, - No I didnt get your text.....,- No I didnt get your text.....,neutral
760a9bbdb7, Oh THOSE messages. Probably not,Oh THOSE messages. Probably not,neutral
1688d34a4f, You can go to www.TwitPic.com and log in with your Twitter details to add pics,You can go to www.TwitPic.com and log in with your Twitter details to add pics,neutral
35f393a245,"WOW, i AM REALLY MiSSiN THE FAM(iLY) TODAY. BADDD.",BADDD.,negative
10482c5d1d," you know, i would love to see 5 lies editors believe about writers. #justsayin",would love to,positive
19c8d8ff2a," Did we hear our name ? Thanks Ankit, get them on to our parlour   #HokeyPokeyBandra",Thanks,positive
955692815d,only 2 more days of minnie,only 2 more days of minnie,neutral
8d786cc44d,Congrats ...so proud of you girl,Congrats,positive
ad82469ae5, http://tinyurl.com/c33ffv thats what im making for dinner very yummy,yummy,positive
97fa649dcd,going out  I can`t do this **** anymore :`(,****,negative
336ef6777c,"One final down, two to go!","One final down, two to go!",neutral
095d7652dc, Bye ! Have a great time being whisked away,Have a great time being whisked away,positive
c94d2a937e, ps love the new profile pic!,love,positive
4e31654f5e,90210 9pm  I laaaaaaaaave it.,laaaaaaaaave,positive
e46c6de79e, Good to hear  I have a feeling though the `behind the scenes` and/or being there is better than what is shown on TV!,Good,positive
b199d337ad,Happy Mother`s Day!,Happy,positive
b8ce6ae28f, the pictures tells me me that u were surrounded by adorable children!  hehe,y adorable children!,positive
8ee915a9e0,No show tonight  No plans. Ughhhh.,Ughhhh.,negative
36e6c80b35,My legs are killing me now.  but i know it`s a good pain all in all.,My legs are killing me now.  but i know it`s a good pain all in all.,neutral
ba962ebe79,i`m playing left 4 dead with my friends gilbert and louie  its so fun  happy mothers day to all your moms! ),i`m playing left 4 dead with my friends gilbert and louie  its so fun  happy mothers day to all your moms! ),neutral
837b42ff87,I`m not gonna be here when the new Transformers comes out.... i`ll be in Colombia,I`m not gonna be here when the new Transformers comes out.... i`ll be in Colombia,neutral
0952a1f554, i kno i doooo!!!!!!!!!! yall partyin with out me,yall partyin with out me,negative
07515af923,_hay The Twitter Happiness score for sw00p is: 418. http://happytweets.com I think I dropped by 1 point since yesterday.,dropped,negative
5ba3dc85a6, jip i have a good one,i have a good one,positive
8302f0d501,"errbody, please check out http://mscaseycarter.blogspot.com. id appreciate it a bunch.",appreciate,positive
328005a45a," have a nice time, with plenty of dreams",nice,positive
df0d78273e, Never ever smoking around you again.,Never ever,negative
bdd93d298d,17 again was funny,funny,positive
233dd52089,Sittin at the hospital with isaac cause he hit his head,hit his head,negative
adebad3529,  hope your day gets better soon!!,hope your day gets better soon!!,positive
0a68c4f3b6," *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she`ll grab pity votes like a shark.",Poor,negative
3e188a0b29, If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,feel better,positive
1a6df7dafd,why does zero have to have thomas in it?,why does zero have to have thomas in it?,neutral
c811396dc2,Layin n bed with a headache  ughhhh...waitin on your call...,headache,negative
9dbfe27340,samberg and timberlake collaboration; **** in a box,samberg and timberlake collaboration; **** in a box,neutral
5f145544fb,A- on my french paper.,A- on my french paper.,neutral
c6734b51a7, and why can`t toy story come out this june,and why can`t toy story come out this june,neutral
3b3b89cab2, all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,all tubes closed on 9th and 10th of june  any idea of how to get to the venue?,neutral
f25f597742,looking at tabs for all of the 'Boys Like Girls' songs,looking at tabs for all of the 'Boys Like Girls' songs,neutral
70dd3bbc54, good luck with the deer next weekend!! Hope it isn`t too cold or snowy,good luck,positive
601aaf063a, poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,neutral
76165a1465, I can`t get it to load for me.,I can`t,negative
d0eb39a50d, thanks  we did reviews today and i feel like idk anything. anyways. how r u?,thanks,positive
0b6a76270b,oh and #antiboyle didn`t work out either  never too much of a bad thing eh uk eh,bad,negative
de68b8987f, Oh sure . Thx,Oh sure . Thx,positive
45a2bfdfbe, hey  what`s up?,hey  what`s up?,neutral
f2c7ffe667,twitter is trippin right now with my pic,twitter is trippin right now with my pic,neutral
fbb718fa07,dinner was yummy and all... but i`m still super tired after all the things we went through to enroll for college.,dinner was yummy and all... but i`m still super tired after all the things we went through to enroll for college.,neutral
331cb6a72c, Good Luck.. mine 3rd day today !,Good Luck.,positive
37f289badf,its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,its sad that the rats are becoming aggressive against the guinea pigs. I have to seperate them.,negative
b5e55fd593,Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,neutral
da608fb08e," omg!!!! I feel bad,  .Was it good?              ;","I feel bad,",negative
2838f92a2b,has just joined the twitter community,has just joined the twitter community,neutral
42e2fb1c31,"wow, i broke my toe today on a stupid piece of concrete!  LAME! job searching then sight seeing with Brittany.",stupid,negative
198194e6c7,"why i still lose followers?  the people hates me, THE WORLD hates me or maybe ... Read More: http://is.gd/Jg3I",hates,negative
bab78ba062,@_peanut_ Thank you. Now we`ll just have to see how long it takes me to finish the **** thing.,@_peanut_ Thank you. Now we`ll just have to see how long it takes me to finish the **** thing.,neutral
a55c04d547, good luck C have funn!,good luck C have funn!,positive
